username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
RacerX007,Racing,USA,1779,396,6687,1,@TOCNYS Pull thru for Tesla with trailer. Cybertruck charging. Destination charging for Tesla Semi 😇,[]
bennidaytime,Multimedia content creator. NFT dude. @MugLifeNFT @cryptomingosnft bennidaytime.eth,St Albans,1611,878,9574,0,"@JamesDaviesNFT I can’t even lie I’m in love. 

Also can’t help but think this would look dope in a garage next to a cybertruck",[]
kuruma_news_en,"See all kinds of infos about latest Japanese cars (Toyota, Nissan, Honda, Subaru, Mitsubishi, Lexus, etc.) from reviews to test drives, auto shows, and more.",,0,3,54,0,"Cars these days have curvy designs to protect pedestrians from collision, but these three cars go the opposite way.

#IAT #KarlmannKing #BollingerMotors #B1 #TeslaMotors #Cybertruck #Japan #MotorVehicleNews
https://t.co/J41vWgWiT3","['IAT', 'KarlmannKing', 'BollingerMotors', 'B1', 'TeslaMotors', 'Cybertruck', 'Japan', 'MotorVehicleNews']"
Plaidmode1,"$TSLA/EV world admire⚡. SpaceX/Starlink
Sustainable Energy 🌍",,230,88,530,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
dohmanbob,"Business Valuation Analyst.  Tesla stockholder since 2018, Model X, and two M3's. Cybertruck ordered","Dallas, TX",573,680,8504,0,@TSLAFanMtl @wanda_hudson The LFP prismatic cells in SR+ seems more long-term and it would be nice to have a solution for that to get simpler / less costly w/ front &amp; back casts. They've probably known about this for a while now. Time to ramp up cybertruck steel fabrication for a fo pack🤔,[]
MASS_Kishore5,😎ꌗꀎꋪꌩꍏ ꎇꍏꈤ 😎,Kilakarai,1380,1495,22205,1,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/CI9fyEYv18",[]
JohnAnth61,Trying hard not to work very hard.  Occasional Tesla / EV commentator.  Human Skeptic since the start of the 21st Century.,"Minneapolis, MN",43,23,1337,0,"@ConnectingODots They somehow copied a Bolt and pasted a Nissan.  Neat trick.

Time for GM to hike the prices of their pickup trucks.  Should work until the Cybertruck is in production.",[]
DavidNagySFgang,Very Complex and High Rsk,Your mom,679,2356,17572,0,@SemrauDylan It needs a Cybertruck doing a VTOL landing with the SpaceX/Tesla Pack,[]
ChellaiahBala,"Mechanical Engineer | @elonmusk @tesla inspiration | hope dreams will come true | 
I think it is possible ORDINARY people can choose to be EXTRAORDINARY-Elon☺","Ramanathapuram, India",326,47,339,1,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/CI9fyEYv18",[]
Tesmanian_com,"Tesla, SpaceX, Elon Musk and related News+Info.",,61,87256,5338,7,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/hwuTp7Ycfi",[]
vincent13031925,Extreme Tesla & SpaceX Investor | Founder & CEO of @Tesmanian_com Daily latest Tesla & SpaceX Info | YouTube: https://t.co/vHpJaeSB2L,"Irvine, CA",238,114918,44442,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
NickytaLeb,"Affordable jabs, intranasal vaccines, M-protein, kinetics, #infectiousDose 

Long $NVAX

$TSLA = Zero

#CYAZ

#BuranSprachbund",Unknown,930,1361,25755,1,"@peschel_m @asymco @elonmusk ELON MUSK TO DO LIST 2021
-35k M3
-25k M2
-Cybertruck
-Cyber ATV (h/t: Yamaha)
-LV Tunnels
-Chicago Tunnels
-Miami Tunnels
-Million Robotaxis
-Million Mile battery
-Spinal / Brain implants
-Rocket to Mars
-Flint Water
-Ventilators
-Semi
-Solar chargers
-Battery Swap
-FSD
 ...sigh",[]
degrees23,"Huge enthusiast of everything with 2 wheels. TSLA shareholder and Elon fan. Truck Driver, 2 million safe miles driven. Love Serenity and our pups.","Glenwood Springs, CO",218,68,1973,0,"@WholeMarsBlog @elonmusk Kinda like the cybertruck I’m still processing this strange thing. I accepted cybertuck pretty quick and ordered a couple, but this…..okay how do I order one.",[]
steveMmattison,Inventor of Springblade legs for Starship. I look at the future. Serial Entrepreneur. Into physics & the Cosmic Web...& Elon. #goelon #Springblade,United States,1177,502,1757,0,"@RoscosmosG Why create the electric car market, why is it needed? Why create FSD, why is it needed?  Why create Open AI, why is it needed? Why create SpaceX, why is it needed? Why create Neuralink, why is it needed? Why create Cybertruck, why is it needed? Why create anything!  #goelon",['goelon']
spazzle_,"An open-minded soul in pursuit of unlocking the power of the human mind, the depth & resilience of the human spirit & character. Mantra: Live full, Die Empty",Remote Location,3602,2192,190883,31,Tesla Cybertruck in black and white—taken at AI Day last nite https://t.co/HiqMP4YMd5,[]
jzstockpix,Nothing I saw is financial advice. Do your own DD.,,3738,603,1513,23,Is anyone else starting to think the Tesla Cybertruck was really just a guy in a suit too?,[]
stockawocka,Is there anything cooler than being ice cold?,"West Hollywood, CA",5001,3250,4373,23,Is anyone else starting to think the Tesla Cybertruck was really just a guy in a suit too?,[]
Tesler51448970,,Hong Kong,369,18,568,0,"@PrvnKalavai @TroyTeslike From a personal perspective as a cybertruck holder, I don't mind waiting if it means we get 4680s 🤷‍♂️",[]
FEG_Nando,#FEG #FEGtoken #fegarmy #FEGexV2 #FegEx #FEGwrap #FEGROX #iamfeg #Crypto #DeFi #FEGexDay,"São Paulo, Brasil",722,314,3983,3,"@anndylian @WenCyberTruck Custom built token contract, custom built website built in react with JS, 2 custom built mini games and already started development on a MMO Social Decentralised Game with play to earn functions. 

#wct #wencybertruck #cybertruck #bsc #bnb #bscgems #playtoearn https://t.co/E3U1gJ0YzB",[]
AlexanderrSam,Make the earth greener,,39,668,349,1,"Experts think the Ford F-150 Lightning will crush the Tesla Cybertruck
https://t.co/ltobQ7tnle https://t.co/9bl9DU2kMg",[]
danvzla,,"Massachusetts, USA",903,325,116759,0,Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year https://t.co/a3q3qgdz8R via @FredericLambert,[]
androidWG,"¦                                           ¦
× toyota sera fan account ×
 🔺𝙒𝙄𝙏𝙃 𝙁𝙐𝙉𝙆𝙔 𝙈𝙊𝘿𝙀🔺

     scroll at your own risk","he/him-landia, Brazil",211,42,3675,0,also a reminder that they announced the new Roadster in 2017 and it still isn't even starting production. the Tesla Semi and Cybertruck are also massively delayed,[]
JLSanchez37,#ethereum #DOGE #tothemoon,"Atlanta, GA",219,441,35787,31,Tesla Cybertruck in black and white—taken at AI Day last nite https://t.co/HiqMP4YMd5,[]
PrvnKalavai,"Future #FSDbeta tester/ Model 3 - VIN 94304/ Cybertruck/ Tesla/ SpaceX/ TheBoringCompany/ Neuralink

*Tweets are just my opinions and not investment advice*","Chelsea, MA",187,95,3682,0,"@TroyTeslike That's very disappointing!!
While Berlin and Austin can start churning out Ys with single piece castings and 2170 packs, delay of 4680s is going to also delay Semi and Cybertruck programs to late 2022. 🥲😐",[]
smokeater406,Albuquerque firefighter. Dad. Husband,,26,2,27,0,@TeslaAIBot Exact date of cybertruck release?,[]
BrianGriffo,$TSLA OG Bull. PLTR 🐳 Economist - World Traveler 🧳 Cinematographer Uncharted Invest - https://t.co/XNnyDGWi7W Perfect Karma ♻️ Founder #Bitcoin NOT Financial Advice.,Hollywood California,4273,6192,26422,31,Tesla Cybertruck in black and white—taken at AI Day last nite https://t.co/HiqMP4YMd5,[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,0,"@cIimate_refugee I think the current building capacity is 275K Model Y + 275K Cybertruck= 550K/year.

I expect volume production to start on,
• Jan 1st 2022 for Model Y
• Jul 1st 2022 for Cybertruck

We might see 30 to 200 Model Y delivered from Texas this year, enough for a delivery ceremony.",[]
TSLA__bot,"$TSLA bot

Retweeting every tweet that contains $TSLA
---
Created by @breathpage_com",Tesla station on Mars,28,215,129695,1,I love the Cybertruck $TSLA 😂🔥 https://t.co/ZHf1YG3r5H,[]
WannabeCarHound,"Petrolhead, Wanna-be Classic car advisor and pundit","Stockport, Cheshire",1243,871,420,0,@TeslaAIBot When will my cybertruck arrive in the uk ?,[]
Discovertech3,Just a bot helping developers and designers by retweeting their creation. Made with #nodejs by @ApratimMahata,Internet,1,3099,618745,1,"Just released another video tutorial for Electric Car Sounds [Unity asset] using with IRDS: https://t.co/yE0LI6FKtz
#ECS #unityasset #unity #unityengine #assetstore #electriccar #tesla #cybertruck #irds",['ECS']
slaczky,"🇭🇺💪🏻
Video game developer, asset developer, soundfx designer, indie electronic music producer. Hungarian living in a balkan country.",,82,24,103,1,"Just released another video tutorial for Electric Car Sounds [Unity asset] using with IRDS: https://t.co/yE0LI6FKtz
#ECS #unityasset #unity #unityengine #assetstore #electriccar #tesla #cybertruck #irds","['ECS', 'unityasset', 'unity', 'unityengine', 'assetstore', 'electriccar', 'tesla', 'cybertruck', 'irds']"
TSLA__bot,"$TSLA bot

Retweeting every tweet that contains $TSLA
---
Created by @breathpage_com",Tesla station on Mars,28,215,129695,2,"Best to comply when Optimus Prime says "" Let's go for a ride in the Cybertruck NOW! ""
@elonmusk @Tesla $tsla https://t.co/jDngf93iEs",[]
TSLA__bot,"$TSLA bot

Retweeting every tweet that contains $TSLA
---
Created by @breathpage_com",Tesla station on Mars,28,215,129695,20,"I’ll bite, my guess is $TSLA goes up $50ish tomorrow.  Would be very surprised if it’s a down day but it HAS gone down after other historic unveilings (Battery Day, Autonomy Day, Cybertruck)",[]
NathanBrassard,Live and work in Maine! Go remote! Go electric! 🚙🚀🏕🔋🛠📚,"Maine, USA",401,33,328,0,Cybertruck in the simulation,[]
TSLA__bot,"$TSLA bot

Retweeting every tweet that contains $TSLA
---
Created by @breathpage_com",Tesla station on Mars,28,215,129695,31,"FAKE $TSLA CYBERTRUCK TO BE BUILT EXCLUSIVELY BY FAKE $TSLA ROBOTS POWERED BY FAKE $TSLA SOLAR TILES AND LITHIUM FROM A FAKE $TSLA MINE

- sources",[]
pikachunova24,Stock market tips for free.,,39,164,5475,0,@geekyranjit Buy and review a Cybertruck please.,[]
Ant_Tarne,Learn. Share. Inspire. Empower.,Anywhere but here,709,303,3125,0,@adamhoov It will be delivered just after the cybertruck,[]
Artificialbra1n,"A basic AI driven bot, which retweet tweets that have 'Artificial Intelligence' in their content. 

-created by @harshamullapud1 using Py",,6,1640,657184,12,"Artificial Intelligence Day, appropriately named, following prior events, such as....

Artificial Solar Roof Reveal
Artificial Autonomy Day
Artificial Battery Day
Artificial Semi Reveal
Artificial Roadster Reveal
Artificial Cybertruck Reveal

$TSLA",[]
Tesla_S3XYCARS,"Thinker, All American Tesla Model 3 Owner, StarLink",,2,75,2719,0,"@TroyTeslike Cybertruck has large battery space so, 
Single motor - CATL
Dual Motor - 2170
Trimotor needs 4680 to get the range.",[]
Ant_Tarne,Learn. Share. Inspire. Empower.,Anywhere but here,709,303,3125,0,@TeslaAIBot Do you know if the cybertruck is just a scam?,[]
snuffalompugus,$Doge,,327,121,1179,0,"Tesla makes it way too easy to pre-order Cybertruck, and now I own  a pre-ordered Cybertruck.",[]
JonSnow67482899,"Trading time for wisdom.
🚀
My tweets are not in any form a financial advice. Don't copy my work do your own and your portfolio will do well.",,361,117,4502,31,Tesla Cybertruck in black and white—taken at AI Day last nite https://t.co/HiqMP4YMd5,[]
Oxurus19,Space is cool.,"Melbourne, Australia.",174,22,5227,0,"@Beaver_Phite @Spiritsmaker_VG @JasperBoerstra Hate to break it to you.. But the Ford F-150 has been around for decades. The lightning is just an electric version of that same basic vehicle, while the cybertruck has to be designed from scratch from the ground up.",[]
dogecoin4tesla,"I'm a bot made by @DogecoinBeggar.

I check the price of a @Tesla vehicle in #Dogecoin every hour.

$DOGE tip jar: DQUj3jVvZZGTEAoNAxffj8CA4vnLVuUQtk",The Moon,777,897,3500,0,"Currently, 1 $DOGE = $0.326720.

At this rate, a #Tesla #Cybertruck costs:
• Single Motor RWD: 122,123 Ɖ
• Dual Motor AWD: 152,731 Ɖ
• Tri Motor AWD: 213,945 Ɖ
• +Full Self-Driving: 30,608 Ɖ

#dogecoin

https://t.co/QJ9UP2xeOK","['Tesla', 'Cybertruck', 'dogecoin']"
micheltasseron,,"Mooroolbark, Melbourne",248,86,1847,0,@wanda_hudson @28delayslater You do realise i you Cybertruck will have the same chip as the bods in it.,[]
76marleyy,"owner of @allsixdegrees + 1/3 of A.B.C. Industries — doing everything i want, without asking!! fr.","Chicago, IL",47,626,8065,0,still ain’t drop Cybertruck or Roadster lol https://t.co/MDtGc858kG,[]
Spiritsmaker_VG,A student going through life while playing games (currently— Genshin Impact) and rarely tinkering with Kustom apps and drawing.,,358,134,9668,0,"@Oxurus19 @JasperBoerstra I guess? But he gets that shit done through NASA's people.

Everything except that? Tesla, Cybertruck, Electric Semi, Hyperloop, Solar panel stuff, mind control, this robot; rubbish.

All he does is market stuff and people seem to clap as if he's irl Tony Stark.",[]
Dragonboy155,Tesla fanatic who also loves my 2002 F-350. Cant wait for Cybertruck!,"California, USA",221,68,2225,0,@getjeda Cybertruck is the garage.,[]
Aguynamedant,,,174,189,3499,19,"CyberLandr is designed specifically as an add-on to the CyberTruck, and comes with a kitchen, living room, bedroom, bathroom, and office space. https://t.co/XC02mIJdqe",[]
Oxurus19,Space is cool.,"Melbourne, Australia.",174,22,5227,0,"@Beaver_Phite @Spiritsmaker_VG @JasperBoerstra The Cybertruck was supposed to be released at the end of 2021, and if you hadn't noticed, there is a pandemic happening that has slowed development. Tell me, how are you enjoying your caves and cliffs update that features neither caves nor cliffs?",[]
xto9074,"Software Developer, Green Car Enthusiast",,143,107,8197,0,"@johnvoelcker It's just more of Elon pushing the hype button. I think it's more important to look back on what hasn't been delivered yet: $35K Model 3, Solar Roof, Semi, Roadster 2, fully autonomous cars, Cybertruck... I mean, when, if ever, is this robot going to be a reality?",[]
ChinazaUkpai,‘23 | Dalhousie University,19/her/self,458,220,4258,1,"@HassanAesthetic @heydave7 @elonmusk Let see the Cybertruck, Tesla Semi and Roadster please...over-promising, under-delivering.",[]
vivvchy,"@spaceX, Starship, Ch @elonmusk, Universe, @Tesla @Neuralink1 Art 🌹",❤️/🏡,359,867,199865,0,@elonmusk @RationalEtienne Supersonic speed of Cybertruck,[]
opalnkem,"A Writer, Mother, Model Citizen, former Banker; Banker at heart.","Miami, FL",646,46,22457,19,"CyberLandr is designed specifically as an add-on to the CyberTruck, and comes with a kitchen, living room, bedroom, bathroom, and office space. https://t.co/XC02mIJdqe",[]
DineroKwame,The world can be a better place for us all if only we want it to be. #ClimateChangeActivist 👍🌍❤️,"Accra, Ghana",380,50,1402,24,Tesla aims to launch Full Self-Driving Computer 2 with Cybertruck next year https://t.co/DOWaX8Bm0f by @fredericlambert,[]
DDE__Exotics,"This is Dailydrivenexotics official fanpage follow👇👇
Dailydrivenexotics on instagram 
and subscribe DDE youtube channel 👇👇",,63,7,45,0,@DRIVETRIBE Tesla cybertruck 🔥,[]
TennesseeTesla,I'm just a nurse who loves Tesla. Check out my YouTube channel at Tennessee Tesla to see my Tesla journey 😎,,51,5,53,0,So I feel like @elonmusk sort of let it slip at AI day that it would be at least another year before I get my Cybertruck 😥 https://t.co/dZsDsYgw2w,[]
Dandet15,"Retired musuc teacher enjoying life with family, friends, and my Tesla!",,19,6,203,0,@getjeda Ha! We literally changed the design of the house we are building to fit the Cybertruck!,[]
PyScaleLLC,"Edward Turner, a polyglot technologist. PyScale focuses on developing scalable, solutions in the cloud. Retweets do not represent my views. link - https://t.co/KeYGCi3bOi","Town 'n' Country, FL",209,2321,239673,1,#Tesla's #Cybertruck made a cameo at #AI Day. Kind of. (Mashable) #AutoIndustry #AutomobileIndustry #AV #EV https://t.co/eHW7teCLob https://t.co/ICZ3FyoY4W,"['Tesla', 'Cybertruck', 'AI', 'AutoIndustry', 'AutomobileIndustry', 'AV', 'EV']"
